@examples
dim 36
format xy
0.166666666666667+0.00000000000000i -0.164306217176560+0.0279507562492862i 0.152271797817263 - 0.0677574893814431i -0.0369804689340329+0.162512223217815i 0.137382337440157 - 0.0943603260764642i 0.130316315019171+0.103901086700775i -0.164306217176560 - 0.0279507562492862i 0.166666666666667+0.00000000000000i -0.161478456910756+0.0412611891672895i 0.0637107629919417 - 0.154008819412274i -0.151261287872593+0.0699842880145409i -0.111046000852677 - 0.124284204436465i 0.152271797817263+0.0677574893814431i -0.161478456910756 - 0.0412611891672895i 0.166666666666667+0.00000000000000i -0.0998550163664785+0.133441947993231i 0.163878445815037 - 0.0303584053439225i 0.0768205367642502+0.147906669589408i -0.0369804689340329 - 0.162512223217815i 0.0637107629919417+0.154008819412274i -0.0998550163664785 - 0.133441947993231i 0.166666666666667+0.00000000000000i -0.122491017816208 - 0.113020919887104i 0.0723962289319551 - 0.150121829905613i 0.137382337440157+0.0943603260764642i -0.151261287872593 - 0.0699842880145409i 0.163878445815037+0.0303584053439225i -0.122491017816208+0.113020919887104i 0.166666666666667+0.00000000000000i 0.0485941172588240+0.159425184790903i 0.130316315019171 - 0.103901086700775i -0.111046000852677+0.124284204436465i 0.0768205367642502 - 0.147906669589408i 0.0723962289319551+0.150121829905613i 0.0485941172588240 - 0.159425184790903i 0.166666666666667+0.00000000000000i -24.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.164543314203661+0.0265193425381020i 0.0987001920347349 - 0.134298361382722i -0.136019114492492+0.0963149950446772i 0.0628926507783868 - 0.154344718911421i 0.0346195083989838+0.163031492098890i -0.164543314203661 - 0.0265193425381020i 0.166666666666667+0.00000000000000i -0.118811765746483+0.116882599637331i 0.149611477432723 - 0.0734451060192277i -0.0866501140073295+0.142371118982379i -0.00823752398761145 - 0.166462971787516i 0.0987001920347349+0.134298361382722i -0.118811765746483 - 0.116882599637331i 0.166666666666667+0.00000000000000i -0.158160352391332 - 0.0525650141180181i 0.161614557283686 - 0.0407248407213080i -0.110867460693200+0.124443496966372i -0.136019114492492 - 0.0963149950446772i 0.149611477432723+0.0734451060192277i -0.158160352391332+0.0525650141180181i 0.166666666666667+0.00000000000000i -0.140521881024524+0.0896179598691430i 0.0659607748622146 - 0.153058661817468i 0.0628926507783868+0.154344718911421i -0.0866501140073295 - 0.142371118982379i 0.161614557283686+0.0407248407213080i -0.140521881024524 - 0.0896179598691430i 0.166666666666667+0.00000000000000i -0.137914423019137+0.0935809259468853i 0.0346195083989838 - 0.163031492098890i -0.00823752398761145+0.166462971787516i -0.110867460693200 - 0.124443496966372i 0.0659607748622146+0.153058661817468i -0.137914423019137 - 0.0935809259468853i 0.166666666666667+0.00000000000000i -23.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.166313783012705+0.0108398965761104i 0.138458473499153+0.0927740744716010i 0.165220823615257+0.0219056436032766i 0.166430243754213+0.00887421780728289i 0.166146269439398+0.0131603544461717i 0.166313783012705 - 0.0108398965761104i 0.166666666666667+0.00000000000000i 0.144199283340150+0.0835723905483445i 0.166295730714126+0.0111134029006789i 0.166655034298287 - 0.00196909136774751i 0.166650428910095+0.00232643973900749i 0.138458473499153 - 0.0927740744716010i 0.144199283340150 - 0.0835723905483445i 0.166666666666667+0.00000000000000i 0.149450993034240 - 0.0737711221200900i 0.143201849028182 - 0.0852702070637080i 0.145351791285718 - 0.0815514227209478i 0.165220823615257 - 0.0219056436032766i 0.166295730714126 - 0.0111134029006789i 0.149450993034240+0.0737711221200900i 0.166666666666667+0.00000000000000i 0.166152824400620 - 0.0130773361765546i 0.166434657069422 - 0.00879105818212917i 0.166430243754213 - 0.00887421780728289i 0.166655034298287+0.00196909136774751i 0.143201849028182+0.0852702070637080i 0.166152824400620+0.0130773361765546i 0.166666666666667+0.00000000000000i 0.166611311840571+0.00429517689297287i 0.166146269439398 - 0.0131603544461717i 0.166650428910095 - 0.00232643973900749i 0.145351791285718+0.0815514227209478i 0.166434657069422+0.00879105818212917i 0.166611311840571 - 0.00429517689297287i 0.166666666666667+0.00000000000000i -22.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.152879995701081 - 0.0663738253546917i -0.158279187782924+0.0522060963160021i -0.0917086429096031 - 0.139166456423438i -0.0208013786430982+0.165363479717634i 0.152808293014474 - 0.0665387358144137i -0.152879995701081+0.0663738253546917i 0.166666666666667+0.00000000000000i 0.124395619370973 - 0.110921177685281i 0.139544562045916+0.0911322828705129i -0.0467741522717334 - 0.159968610849249i -0.113669404493247+0.121889475591325i -0.158279187782924 - 0.0522060963160021i 0.124395619370973+0.110921177685281i 0.166666666666667+0.00000000000000i 0.0435013925064448+0.160889423604468i 0.0715524423940962 - 0.150525830890307i -0.165960600932990+0.0153250355868626i -0.0917086429096031+0.139166456423438i 0.139544562045916 - 0.0911322828705129i 0.0435013925064448 - 0.160889423604468i 0.166666666666667+0.00000000000000i -0.126632299728869 - 0.108360686797176i -0.0285232865970190+0.164207794880396i -0.0208013786430982 - 0.165363479717634i -0.0467741522717334+0.159968610849249i 0.0715524423940962+0.150525830890307i -0.126632299728869+0.108360686797176i 0.166666666666667+0.00000000000000i -0.0850902003185002 - 0.143308881746859i 0.152808293014474+0.0665387358144137i -0.113669404493247 - 0.121889475591325i -0.165960600932990 - 0.0153250355868626i -0.0285232865970190 - 0.164207794880396i -0.0850902003185002+0.143308881746859i 0.166666666666667+0.00000000000000i -21.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.165213543167391 - 0.0219604856925893i 0.137429056326425+0.0942922703884361i -0.147877966723621 - 0.0768757746983104i 0.146967466186359+0.0786024278285298i 0.128722306517685 - 0.105869474271600i -0.165213543167391+0.0219604856925893i 0.166666666666667+0.00000000000000i -0.148655072307760 - 0.0753621075538121i 0.156718033135008+0.0567206828949758i -0.156042979864280 - 0.0585522519878934i -0.113650339616654+0.121907251969672i 0.137429056326426 - 0.0942922703884361i -0.148655072307760+0.0753621075538121i 0.166666666666667+0.00000000000000i -0.165429124514828+0.0202727043098650i 0.165655209400035 - 0.0183338314710401i 0.0462450721139224 - 0.160122362844657i -0.147877966723621+0.0768757746983104i 0.156718033135008 - 0.0567206828949758i -0.165429124514828 - 0.0202727043098650i 0.166666666666667+0.00000000000000i -0.166655235639885 - 0.00195197632979455i -0.0653783706496675+0.153308337767300i 0.146967466186359 - 0.0786024278285298i -0.156042979864280+0.0585522519878934i 0.165655209400035+0.0183338314710401i -0.166655235639885+0.00195197632979455i 0.166666666666667+0.00000000000000i 0.0635783611193411 - 0.154063525128943i 0.128722306517685+0.105869474271600i -0.113650339616654 - 0.121907251969672i 0.0462450721139224+0.160122362844657i -0.0653783706496675 - 0.153308337767300i 0.0635783611193411+0.154063525128943i 0.166666666666667+0.00000000000000i -20.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.142906597388128 - 0.0857641078815913i 0.139233949113444 - 0.0916061416721201i -0.0987161895194783 - 0.134286602848282i 0.125754947921746 - 0.109377652429446i 0.0156672378107582 - 0.165928645619612i 0.142906597388128+0.0857641078815913i 0.166666666666667+0.00000000000000i 0.166523813554189 - 0.00689907944203227i -0.0155413443457066 - 0.165940484492802i 0.164111330970073 - 0.0290731633127337i 0.0988180434574371 - 0.134211668885466i 0.139233949113444+0.0916061416721201i 0.166523813554189+0.00689907944203227i 0.166666666666667+0.00000000000000i -0.00865900405824432 - 0.166441579620289i 0.165174136463496 - 0.0222549415033198i 0.104288966461107 - 0.130006112364965i -0.0987161895194783+0.134286602848282i -0.0155413443457066+0.165940484492802i -0.00865900405824432+0.166441579620289i 0.166666666666667+0.00000000000000i 0.0136434246012916+0.166107298885168i 0.124412304711004+0.110902462615913i 0.125754947921746+0.109377652429446i 0.164111330970073+0.0290731633127337i 0.165174136463496+0.0222549415033198i 0.0136434246012916 - 0.166107298885168i 0.166666666666667+0.00000000000000i 0.120714710421841 - 0.114916214980954i 0.0156672378107582+0.165928645619612i 0.0988180434574371+0.134211668885466i 0.104288966461107+0.130006112364965i 0.124412304711004 - 0.110902462615913i 0.120714710421841+0.114916214980954i 0.166666666666667+0.00000000000000i -19.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0181984928365714+0.165670131998061i -0.0107731028653894 - 0.166318122982523i 0.146237632139844+0.0799520651635064i -0.166662210176160 - 0.00121880145027458i 0.135074389989136 - 0.0976354799590834i -0.0181984928365714 - 0.165670131998061i 0.166666666666667+0.00000000000000i -0.164147346917165+0.0288691232605632i 0.0635061881293295 - 0.154093289429034i 0.0169864922452296+0.165798784250611i -0.111800599026822 - 0.123605840618563i -0.0107731028653894+0.166318122982523i -0.164147346917165 - 0.0288691232605632i 0.166666666666667+0.00000000000000i -0.0892374627624254+0.140763819987604i 0.0119890674209938 - 0.166234894171328i 0.0887002767927587+0.141102936449479i 0.146237632139844 - 0.0799520651635064i 0.0635061881293295+0.154093289429034i -0.0892374627624254 - 0.140763819987604i 0.166666666666667+0.00000000000000i -0.146818396057970+0.0788805195009696i 0.0716808041927171 - 0.150464746994315i -0.166662210176160+0.00121880145027458i 0.0169864922452296 - 0.165798784250611i 0.0119890674209938+0.166234894171328i -0.146818396057970 - 0.0788805195009696i 0.166666666666667+0.00000000000000i -0.134356788655282+0.0986206424640285i 0.135074389989136+0.0976354799590834i -0.111800599026822+0.123605840618563i 0.0887002767927587 - 0.141102936449479i 0.0716808041927171+0.150464746994315i -0.134356788655282 - 0.0986206424640285i 0.166666666666667+0.00000000000000i -18.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.166442592085167+0.00863952068973761i 0.127405306507670 - 0.107450759194453i -0.161674214381915+0.0404873582957508i 0.160335837838737 - 0.0454994162855749i -0.159590214859318+0.0480493610668699i -0.166442592085167 - 0.00863952068973761i 0.166666666666667+0.00000000000000i -0.132803955106382+0.100701972601731i 0.163555600108367 - 0.0320521988476563i -0.162478833614380+0.0371268959797139i 0.161866394890078 - 0.0397120634450951i 0.127405306507670+0.107450759194453i -0.132803955106382 - 0.100701972601731i 0.166666666666667+0.00000000000000i -0.149691301346225 - 0.0732822767048850i 0.151899500320787+0.0685880425444036i -0.152973483391320 - 0.0661580770345042i -0.161674214381915 - 0.0404873582957508i 0.163555600108367+0.0320521988476563i -0.149691301346225+0.0732822767048850i 0.166666666666667+0.00000000000000i -0.166585930735473+0.00518704721147798i 0.166482085846905 - 0.00784173895520436i 0.160335837838737+0.0454994162855749i -0.162478833614380 - 0.0371268959797139i 0.151899500320787 - 0.0685880425444035i -0.166585930735473 - 0.00518704721147799i 0.166666666666667+0.00000000000000i -0.166645492150621+0.00265663765970461i -0.159590214859318 - 0.0480493610668699i 0.161866394890078+0.0397120634450951i -0.152973483391320+0.0661580770345042i 0.166482085846905+0.00784173895520436i -0.166645492150621 - 0.00265663765970461i 0.166666666666667+0.00000000000000i -17.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0594506732218453+0.155702906945398i 0.107528585191164+0.127339629120570i -0.148815593317827+0.0750446331408239i -0.152342406488169 - 0.0675985869909362i -0.136184895436555 - 0.0960804456313159i -0.0594506732218453 - 0.155702906945398i 0.166666666666667+0.00000000000000i 0.0806070218592858 - 0.145877639838168i 0.123191128435982+0.112257399098888i -0.00881062724359452+0.166433622280332i -0.0411823258143317+0.161498587666580i 0.107528585191164 - 0.127339629120570i 0.0806070218592858+0.145877639838169i 0.166666666666667+0.00000000000000i -0.0386746467132472+0.162117394129635i -0.149934854584743+0.0727826707288884i -0.161271704658782+0.0420620381606557i -0.148815593317827 - 0.0750446331408239i 0.123191128435982 - 0.112257399098888i -0.0386746467132472 - 0.162117394129635i 0.166666666666667+0.00000000000000i 0.105588086684578+0.128953223023187i 0.0783366853254497+0.147109284241340i -0.152342406488169+0.0675985869909362i -0.00881062724359452 - 0.166433622280332i -0.149934854584743 - 0.0727826707288884i 0.105588086684578 - 0.128953223023187i 0.166666666666667+0.00000000000000i 0.163449822361686+0.0325873188174650i -0.136184895436555+0.0960804456313159i -0.0411823258143317 - 0.161498587666580i -0.161271704658782 - 0.0420620381606557i 0.0783366853254497 - 0.147109284241340i 0.163449822361686 - 0.0325873188174650i 0.166666666666667+0.00000000000000i -16.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.100736322739628+0.132777901243676i -0.107571344775212 - 0.127303509617882i -0.164896227196413 - 0.0242283312295079i 0.135418278347193+0.0971579521565777i -0.0424157877741761 - 0.161179026939841i 0.100736322739628 - 0.132777901243676i 0.166666666666667+0.00000000000000i -0.166436607196968+0.00875405977474947i -0.118968159196173+0.116723411855770i 0.159251810213469 - 0.0491593197828354i -0.154042940448269 - 0.0636282191785122i -0.107571344775212+0.127303509617882i -0.166436607196968 - 0.00875405977474947i 0.166666666666667+0.00000000000000i 0.124934763033468 - 0.110313565637001i -0.161614047634621+0.0407268631855209i 0.150488274820830+0.0716313961837138i -0.164896227196413+0.0242283312295079i -0.118968159196173 - 0.116723411855770i 0.124934763033468+0.110313565637001i 0.166666666666667+0.00000000000000i -0.148103629435897 - 0.0764401251025425i 0.0653958133768416+0.153300898140093i 0.135418278347193 - 0.0971579521565777i 0.159251810213469+0.0491593197828354i -0.161614047634621 - 0.0407268631855209i -0.148103629435897+0.0764401251025425i 0.166666666666667+0.00000000000000i -0.128422182859102 - 0.106233331527733i -0.0424157877741761+0.161179026939841i -0.154042940448269+0.0636282191785122i 0.150488274820830 - 0.0716313961837138i 0.0653958133768416 - 0.153300898140093i -0.128422182859102+0.106233331527733i 0.166666666666667+0.00000000000000i -15.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.162574001259405 - 0.0367079268317474i 0.165208862026713+0.0219956742478210i -0.165674482583388 - 0.0181588435343368i -0.160280179852312+0.0456950951885247i -0.166123418810610 - 0.0134457242442515i -0.162574001259405+0.0367079268317473i 0.166666666666667+0.00000000000000i -0.165996488064598+0.0149313002781967i 0.165605622239823 - 0.0187764655976280i 0.146280107702503 - 0.0798743254639548i 0.165005481364143 - 0.0234727266751263i 0.165208862026713 - 0.0219956742478210i -0.165996488064598 - 0.0149313002781967i 0.166666666666667+0.00000000000000i -0.166621852449387+0.00386472044430945i -0.152847670142084+0.0664482318042727i -0.166444852489143+0.00859586282144850i -0.165674482583388+0.0181588435343368i 0.165605622239823+0.0187764655976280i -0.166621852449387 - 0.00386472044430945i 0.166666666666667+0.00000000000000i 0.154347394689534 - 0.0628860837573059i 0.166599421555131 - 0.00473397457467418i -0.160280179852312 - 0.0456950951885247i 0.146280107702503+0.0798743254639548i -0.152847670142084 - 0.0664482318042727i 0.154347394689534+0.0628860837573058i 0.166666666666667+0.00000000000000i 0.156071326772555+0.0584766512142432i -0.166123418810610+0.0134457242442515i 0.165005481364143+0.0234727266751263i -0.166444852489143 - 0.00859586282144850i 0.166599421555131+0.00473397457467418i 0.156071326772555 - 0.0584766512142432i 0.166666666666667+0.00000000000000i -14.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.104626987021492 - 0.129734233587679i 0.0924816673245056 - 0.138653954096727i -0.0393219736636591+0.161961600896547i 0.107991073395742+0.126947650016112i 0.163872786269366 - 0.0303889403910777i 0.104626987021492+0.129734233587679i 0.166666666666667+0.00000000000000i 0.165985456053162 - 0.0150534433470081i -0.150756622746685+0.0710648891914398i -0.0310240526759028+0.163753735631712i 0.126528010640153+0.108482442363837i 0.0924816673245056+0.138653954096727i 0.165985456053162+0.0150534433470081i 0.166666666666667+0.00000000000000i -0.156559068378286+0.0571579905726305i -0.0456875946853198+0.160282318019324i 0.116212651496016+0.119467139457021i -0.0393219736636591 - 0.161961600896547i -0.150756622746685 - 0.0710648891914398i -0.156559068378286 - 0.0571579905726305i 0.166666666666667+0.00000000000000i 0.0978853348961177 - 0.134893435681847i -0.0681938569269787 - 0.152076874163038i 0.107991073395742 - 0.126947650016112i -0.0310240526759028 - 0.163753735631712i -0.0456875946853198 - 0.160282318019324i 0.0978853348961177+0.134893435681847i 0.166666666666667+0.00000000000000i 0.0830339611227175 - 0.144509996464081i 0.163872786269366+0.0303889403910777i 0.126528010640153 - 0.108482442363837i 0.116212651496016 - 0.119467139457021i -0.0681938569269787+0.152076874163038i 0.0830339611227175+0.144509996464081i 0.166666666666667+0.00000000000000i -13.0000000000000+0.00000000000000i
